"ISO3","CountryName","WorldRMSE","WorldVars","ContRMSE","ContVars","RegRMSE","RegVars","Region1","Continent"
"ISR","Israel",1.5488,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",6.3964,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",17.307,"SHHTNTRETFEZS, AGLNDFRSTZS, ENPOPDNST, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1564FEZS, SPPOP1564MAZS, SPPOP1564TOZS, SPPOP3539MA5Y, SPPOP6569FE5Y, SPPOP4549MA5Y, SPPOP5559FE, SPDYNAMRTFE, NYGDPMKTPKDZG, NYGDPPCAPKDZG, TGVALTOTLGDZS, AGSRFTOTLK2, SLEMPMPYRFEZS, TXVALMRCHR5ZS, BNGSRFCTYCD, NVINDMANFZS, FMASTDOMSCN, NEGDIFTOTKDZG, FIRESTOTLCD, NYADJICTRGNZS, NYGNSICTRGNZS, SEENRPRIMFMZS","Western Asia","Asia"
"ITA","Italy",1.5469,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.2564,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",0.819,"SHHTNPREVZS, ENPOPDNST, SHDYNNMRT, SHDYNMORT, SHDTHNMRT, SPPOP1564MAZS, NYGDPPCAPKD, NYGDPPCAPPPCD, NYADJDKAPGNZS, SLEMP1524SPZS, ERFSHCAPTMT, AGLNDAGRIZS, TXVALMRCHXDWD, NVMNFTECHZSUN, SMPOPREFGOR, NEGDIFTOTKN, NYGDYTOTLKN, BMGSRCMCPZS, FMASTDOMSCN, NVINDEMPLKD, ENATMCO2ELFZS, SEENRPRIMFMZS","Southern Europe","Europe"
"JAM","Jamaica",0.6048,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.2747,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS",0.3769,"SHHTNTRETMAZS, SPDYNIMRTIN, SPDYNLE00FEIN, SPDYNLE00MAIN, SPPOP1519FE5Y, SPPOP1519MA5Y, SPPOP4044MA5Y, SLAGREMPLMAZS, NYTTFGNFSKN, BXGSRCMCPZS, TXVALTRANZSWT, SHSTAOB18FEZS","Caribbean","North America"
"JOR","Jordan",2.8989,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",10.4743,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",26.6533,"SHHTNTRETFEZS, AGLNDFRSTZS, ENPOPDNST, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1564FEZS, SPPOP1564MAZS, SPPOP1564TOZS, SPPOP3539MA5Y, SPPOP6569FE5Y, SPPOP4549MA5Y, SPPOP5559FE, SPDYNAMRTFE, NYGDPMKTPKDZG, NYGDPPCAPKDZG, TGVALTOTLGDZS, AGSRFTOTLK2, SLEMPMPYRFEZS, TXVALMRCHR5ZS, BNGSRFCTYCD, NVINDMANFZS, FMASTDOMSCN, NEGDIFTOTKDZG, FIRESTOTLCD, NYADJICTRGNZS, NYGNSICTRGNZS, SEENRPRIMFMZS","Western Asia","Asia"
"KAZ","Kazakhstan",1.0555,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",589.9008,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",5.5602,"SPRURTOTLZS, SPDYNTO65FEZS, SLTLFCACTFMZS, SHDYN1519, SPPOPAG01MAIN, TMVALMRCHR5ZS, TXVALMRCHR6ZS, BNGSRGNFSCD, BNFINTOTLCD, BGGSRNFSVGDZS, NVINDTOTLKDZG, NECONGOVTKDZG","Central Asia","Asia"
"KEN","Kenya",2.9649,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.9539,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",8.0015,"SPADOTFRT, SGLAWOBHBMRNO, SPDYNLE00FEIN, SPDYNLE00MAIN, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP80UPMA5Y, SPPOP4549FE5Y, SPPOP5559FE, SPPOP6064FE5Y, SPPOP5054MA5Y, SPPOP5054MA, SPPOP6064MA, ITCELSETS, ITMLTMAINP2, NYGDPPCAPPPKD, TGVALTOTLGDZS, NYGNPPCAPPPCD, SLSRVEMPLZS, SLEMPVULNMAZS, SLEMP1524SPMAZS, ENATMCO2EPC, FPCPITOTL, TMVALMRCHR6ZS, ENURBLCTYURZS, NEGDISTKBCD, ENATMCO2ELFZS","Eastern Africa","Africa"
"KGZ","Kyrgyz Republic",2.7014,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",30.7798,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",4.796,"SPRURTOTLZS, SPDYNTO65FEZS, SLTLFCACTFMZS, SHDYN1519, SPPOPAG01MAIN, TMVALMRCHR5ZS, TXVALMRCHR6ZS, BNGSRGNFSCD, BNFINTOTLCD, BGGSRNFSVGDZS, NVINDTOTLKDZG, NECONGOVTKDZG","Central Asia","Asia"
"KHM","Cambodia",2.9171,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",25.8502,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",2.1999,"SPPOPGROW, SHHTNPREVMAZS, SPADOTFRT, SPPOP2529MA5Y, SPDYNCDRTIN, SHDYN1519, SHDTHMORTFE, SHDTHNMRT, SPDYNLE00MAIN, SPPOP4549FE5Y, SPPOP80UPFE5Y, SPPOP6569FE5Y, SPPOP7579FE5Y, SPPOP5054MA5Y, ENATMMETHEGKTCE, TMVALMRCHR5ZS, NECONPRVTCNAD, ENURBLCTY, NYTRFNCTRCD, NVINDMANFCN, BMGSRCMCPZS, NECONPRVTPCKD, SHSTAOB18MAZS, NVINDMANFKN, NYGDPFCSTCD, NYGDPFCSTKD, NVINDMANFKDZG","South-eastern Asia","Asia"
"KOR","Korea, Rep.",1.0201,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",9.3558,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",0.9027,"SPPOPGROW, SPPOPTOTLFEZS, SLTLFACTI1524MAZS, SLTLFACTIFEZS, SLTLFCACTFEZS, SPPOP2529FE5Y, SPPOP6569MA5Y, SPPOPAG02MAIN, ENATMCO2EPPGD, FPCPITOTL, NVAGREMPLKD, FMASTDOMSCN, FMASTNFRGCN, NYGDPFCSTCN, NEDABDEFLZS","Eastern Asia","Asia"
"LKA","Sri Lanka",4.7365,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",3.5033,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",2.4041,"SPADOTFRT, ENPOPDNST, SPDYNIMRTFEIN, SPPOP1519FE5Y, SPPOP2024MA5Y, SPPOP4044MA5Y, SPPOPAG01MAIN, SPPOP4549MA5Y, SPPOP5559MA5Y, ITMLTMAINP2, NYGDPDEFLZS, NERSBGNFSZS, ENATMMETHAGKTCE, SLFAMWORKFEZS, ENATMNOXEKTCE, SLEMPMPYRZS, ENATMCO2EPC, NECONTOTLZS, EGFECRNEWZS, TXVALMRCHR3ZS, BNGSRGNFSCD, BGGSRNFSVGDZS, NYTTFGNFSKN, NVSRVEMPLKD, NEGDITOTLKDZG, NYTAXNINDCD","Southern Asia","Asia"
"LSO","Lesotho",2.8944,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.7004,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",3.8357,"SLTLFCACTMAZS, SLTLFACTI1524ZS, SHDYN2024, SPPOP3034MA5Y, SPPOP1014MA5Y, SPPOP1519MA5Y, SPPOP1564TOZS, SPPOP7579MA5Y, SPPOP65UPFEZS, SPPOP4044FE5Y, SPPOP6064MA, SHIMMMEAS, ITNETUSERZS, NEIMPGNFSZS, SLSRVEMPLZS, SLINDEMPLMAZS, SLUEM1524FEZS, SLUEMTOTLZS, NVMNFTECHZSUN, TXVALTRANZSWT, NECONPRVTKDZG, NVSRVEMPLKD","Southern Africa","Africa"
"LVA","Latvia",1.491,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.0501,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",0.8323,"SPADOTFRT, AGLNDFRSTK2, NYADJAEDUGNZS, SHDYN2024, SHDTHMORT, SHDTHMORTFE, SPPOP1014MA5Y, SPPOP2024FE5Y, SPPOPAG01MAIN, SPPOPAG04FEIN, ITCELSETSP2, SLEMPWORKMAZS, SLUEMTOTLMAZS, AGLNDARBLHAPC, AGLNDAGRIZS, NVAGRTOTLCD, MSMILTOTLP1, AGCONFERTZS, TXVALMRCHXDWD, TMVALMRCHXDWD, SMPOPREFGOR, TMVALOTHRZSWT, BXGSRTRVLZS, TXVALTRVLZSWT, NVINDMANFKD, ENATMCO2ELFZS","Northern Europe","Europe"
"MAR","Morocco",0.6457,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",2.1807,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",0.2743,"SPPOPDPND, SPPOPGROW, SHHTNTRETMAZS, SPDYNTO65FEZS, SLTLFCACTFEZS, SLTLFCACTFMZS, SLTLFCACTZS, AGLNDFRSTK2, SPDYNLE00FEIN, SPPOP1519FE5Y, SPPOP80UPMA5Y, SPPOP80UPFE5Y, SPPOP5559FE5Y, NYGDPMINRRTZS, TXVALMRCHORZS, ENATMNOXEEGKTCE, EGFECRNEWZS, AGLNDARBLZS, NVAGRTOTLCD, NEGDISTKBCN, NYTRFNCTRCN, NVAGREMPLKD, NEIMPGNFSKDZG, BXGSRCMCPZS, BMGSRTRANZS","Northern Africa","Africa"
