"ISO3","CountryName","WorldRMSE","WorldVars","ContRMSE","ContVars"
"LSO","Lesotho",2.8944,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.7004,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS"
"LVA","Latvia",1.491,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.0501,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS"
"MAR","Morocco",0.6457,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",2.1807,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS"
"MDA","Moldova",1.0319,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.7022,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS"
"MDG","Madagascar",3.9038,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",4.4878,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS"
"MEX","Mexico",1.8843,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.0886,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS"
"MKD","North Macedonia",1.456,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.2659,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS"
"MLI","Mali",2.9972,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",2.6908,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS"
"MNG","Mongolia",1.9114,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",333.916,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS"
"MOZ","Mozambique",3.4217,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",3.4725,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS"
"MUS","Mauritius",2.4732,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",3.8744,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS"
"MYS","Malaysia",1.9547,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",60.6834,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS"
"NAM","Namibia",2.8453,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.1821,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS"
"NER","Niger",2.8304,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",4.029,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS"
"NGA","Nigeria",3.1225,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",3.683,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS"
"NIC","Nicaragua",0.4849,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.6751,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS"
"NLD","Netherlands",1.596,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.7751,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS"
"NOR","Norway",2.0367,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.4769,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS"
"NPL","Nepal",2.4716,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",20.6544,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS"
"PAK","Pakistan",2.9035,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",163.5226,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS"
