Indicator Code,Indicator Name
SHHIVKNOWMAZS,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)"
SHCONAIDSFEZS,"Condom use at last high-risk sex, adult female (% ages 15-49)"
SHCONAIDSMAZS,"Condom use at last high-risk sex, adult male (% ages 15-49)"
SHCON1524FEZS,"Condom use, population ages 15-24, female (% of females ages 15-24)"
SHCON1524MAZS,"Condom use, population ages 15-24, male (% of males ages 15-24)"
SNITKSALTZS,Consumption of iodized salt (% of households)
SPDYNCONUSAZS,"Contraceptive prevalence, any method (% of sexually active unmarried women ages 15-49)"
SPDYNCONMSAZS,"Contraceptive prevalence, any modern method (% of sexually active unmarried women ages 15-49)"
SHXPDCHEXGDZS,Current health expenditure (% of GDP)
SHXPDCHEXPCCD,Current health expenditure per capita (current US$)
SHXPDCHEXPPCD,"Current health expenditure per capita, PPP (current international $)"
SHSTADIABZS,Diabetes prevalence (% of population ages 20 to 79)
SHSTAORCFZS,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)
SHSTAORTH,Diarrhea treatment (% of children under 5 who received ORS packet)
SHXPDGHEDCHZS,Domestic general government health expenditure (% of current health expenditure)
SHXPDGHEDGDZS,Domestic general government health expenditure (% of GDP)
SHXPDGHEDGEZS,Domestic general government health expenditure (% of general government expenditure)
SHXPDGHEDPCCD,Domestic general government health expenditure per capita (current US$)
SHXPDGHEDPPCD,"Domestic general government health expenditure per capita, PPP (current international $)"
SHXPDPVTDCHZS,Domestic private health expenditure (% of current health expenditure)
SHXPDPVTDPCCD,Domestic private health expenditure per capita (current US$)
SHXPDPVTDPPCD,"Domestic private health expenditure per capita, PPP  (current international $)"
SHSTABFEDZS,Exclusive breastfeeding (% of children under 6 months)
SHXPDEHEXCHZS,External health expenditure (% of current health expenditure)
SHXPDEHEXEHZS,External health expenditure channeled through government (% of external health expenditure)
SHXPDEHEXPCCD,External health expenditure per capita (current US$)
SHXPDEHEXPPCD,"External health expenditure per capita, PPP (current international $)"
SHMEDBEDSZS,"Hospital beds (per 1,000 people)"
SHIMMIBCG,"Immunization, BCG (% of one-year-old children)"
SHIMMHEPB,"Immunization, HepB3 (% of one-year-old children)"
SHIMMHIB3,"Immunization, Hib3 (% of children ages 12-23 months)"
SHIMMMEA2,"Immunization, measles second dose (% of children by the nationally recommended age)"
SHIMMPOL3,"Immunization, Pol3 (% of one-year-old children)"
SHHIVINCD50P3,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)"
SHHIVINCDTLP3,"Incidence of HIV, all (per 1,000 uninfected population)"
SHMLRINCDP3,"Incidence of malaria (per 1,000 population at risk)"
SHTBSINCD,"Incidence of tuberculosis (per 100,000 people)"
SHSTAIYCFZS,"Infant and young child feeding practices, all 3 IYCF (% children ages 6-23 months)"
SHMLRIPTPZS,Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women)
SHMMRRISKZS,Lifetime risk of maternal death (%)
SHMMRRISK,Lifetime risk of maternal death (1 in: rate varies by country)
SHSTABRTWZS,Low-birthweight babies (% of births)
SHSTAMALR,Malaria cases reported
SHMMRWAGEZS,Maternal leave benefits (% of wages paid in covered period)
SHSTAMMRTNE,"Maternal mortality ratio (national estimate, per 100,000 live births)"
SHVACTTNSZS,Newborns protected against tetanus (%)
SHDTH1014FE,"Number of deaths ages 10-14 years, female"
SHDTH1014MA,"Number of deaths ages 10-14 years, male"
SHDTH1019,Number of deaths ages 10-19 years
SHDTH1019FE,"Number of deaths ages 10-19 years, female"
SHDTH1019MA,"Number of deaths ages 10-19 years, male"
SHDTH1519FE,"Number of deaths ages 15-19 years, female"
SHDTH1519MA,"Number of deaths ages 15-19 years, male"
SHDTH2024FE,"Number of deaths ages 20-24 years, female"
SHDTH2024MA,"Number of deaths ages 20-24 years, male"
SHDTH0509FE,"Number of deaths ages 5-9 years, female"
SHDTH0509MA,"Number of deaths ages 5-9 years, male"
SHUHCNOP1TO,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
SHUHCNOP2TO,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
SHUHCFBP1TO,Number of people pushed further below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
SHUHCFBP2TO,Number of people pushed further below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
SHUHCOOPC10TO,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure
SHUHCOOPC25TO,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure
SNITKDEFC,Number of people who are undernourished
SHDTHSTLB,Number of stillbirths
SHSGRPROCP5,"Number of surgical procedures (per 100,000 population)"
SHMEDNUMWP3,"Nurses and midwives (per 1,000 people)"
SHXPDOOPCCHZS,Out-of-pocket expenditure (% of current health expenditure)
SHXPDOOPCPCCD,Out-of-pocket expenditure per capita (current US$)
SHXPDOOPCPPCD,"Out-of-pocket expenditure per capita, PPP (current international $)"
SHH2OBASWZS,People using at least basic drinking water services (% of population)
SHH2OBASWRUZS,"People using at least basic drinking water services, rural (% of rural population)"
SHH2OBASWURZS,"People using at least basic drinking water services, urban (% of urban population)"
SHSTABASSZS,People using at least basic sanitation services (% of population)
SHSTABASSRUZS,"People using at least basic sanitation services, rural (% of rural population)"
SHSTABASSURZS,"People using at least basic sanitation services, urban  (% of urban population)"
SHH2OSMDWZS,People using safely managed drinking water services (% of population)
SHH2OSMDWRUZS,"People using safely managed drinking water services, rural (% of rural population)"
SHH2OSMDWURZS,"People using safely managed drinking water services, urban (% of urban population)"
SHSTASMSSZS,People using safely managed sanitation services (% of population)
SHSTASMSSRUZS,"People using safely managed sanitation services, rural (% of rural population)"
SHSTASMSSURZS,"People using safely managed sanitation services, urban  (% of urban population)"
SHSTAHYGNZS,People with basic handwashing facilities including soap and water (% of population)
SHSTAHYGNRUZS,"People with basic handwashing facilities including soap and water, rural (% of rural population)"
SHSTAHYGNURZS,"People with basic handwashing facilities including soap and water, urban (% of urban population)"
SHMEDPHYSZS,"Physicians (per 1,000 people)"
SHSTAPNVCZS,Postnatal care coverage (% mothers)
SHSTAANV4ZS,Pregnant women receiving prenatal care of at least four visits (% of pregnant women)
SHANMCHLDZS,Prevalence of anemia among children (% of children ages 6-59 months)
SHANMNPRGZS,Prevalence of anemia among non-pregnant women (% of women ages 15-49)
SHPRGANEM,Prevalence of anemia among pregnant women (%)
SHDYNAIDSZS,"Prevalence of HIV, total (% of population ages 15-49)"
SHHTNPREVZS,Prevalence of hypertension (% of adults ages 30-79)
SHHTNPREVFEZS,"Prevalence of hypertension, female (% of female adults ages 30-79)"
SHHTNPREVMAZS,"Prevalence of hypertension, male (% of male adults ages 30-79)"
SHSTAOWGHMEZS,"Prevalence of overweight (modeled estimate, % of children under 5)"
SHSTASTNTMEZS,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)"
SHPRGSYPHZS,Prevalence of syphilis (% of women attending antenatal care)
SNITKDEFCZS,Prevalence of undernourishment (% of population)
SHDYN1014FE,"Probability of dying among adolescents ages 10-14 years, female (per 1,000)"
SHDYN1014MA,"Probability of dying among adolescents ages 10-14 years, male (per 1,000)"
SHDYN1019,"Probability of dying among adolescents ages 10-19 years (per 1,000)"
SHDYN1019FE,"Probability of dying among adolescents ages 10-19 years, female (per 1,000)"
SHDYN1019MA,"Probability of dying among adolescents ages 10-19 years, male (per 1,000)"
SHDYN1519FE,"Probability of dying among adolescents ages 15-19 years, female (per 1,000)"
SHDYN1519MA,"Probability of dying among adolescents ages 15-19 years, male (per 1,000)"
SHDYN0509FE,"Probability of dying among children ages 5-9 years, female (per 1,000)"
SHDYN0509MA,"Probability of dying among children ages 5-9 years, male (per 1,000)"
SHDYN2024FE,"Probability of dying among youth ages 20-24 years, female (per 1,000)"
SHDYN2024MA,"Probability of dying among youth ages 20-24 years, male (per 1,000)"
SHUHCNOP1ZS,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)
SHUHCNOP2ZS,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)
SHUHCFBP1ZS,Proportion of population pushed further below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)
SHUHCFBP2ZS,Proportion of population pushed further below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)
SHUHCOOPC10ZS,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)
SHUHCOOPC25ZS,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%)
SEENRORPH,Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14
SHSGRCRSKZS,Risk of catastrophic expenditure for surgical care (% of people at risk)
SHSGRIRSKZS,Risk of impoverishing expenditure for surgical care (% of people at risk)
SIPOVRUHC,Rural poverty headcount ratio at national poverty lines (% of rural population)
SLEMPINSVFEZS,Share of women employed in the nonagricultural sector (% of total nonagricultural employment)
SHMEDSAOPP5,"Specialist surgical workforce (per 100,000 population)"
SHDYNSTLB,"Stillbirth rate (per 1,000 total births)"
SPDYNTO65FEZS,"Survival to age 65, female (% of cohort)"
SPDYNTO65MAZS,"Survival to age 65, male (% of cohort)"
SPMTR1519ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)
SHHTNTRETZS,Treatment for hypertension (% of adults ages 30-79 with hypertension)
SHHTNTRETFEZS,"Treatment for hypertension, female (% of female adults ages 30-79 with hypertension)"
SHHTNTRETMAZS,"Treatment for hypertension, male (% of male adults ages 30-79 with hypertension)"
SHTBSDTECZS,"Tuberculosis case detection rate (%, all forms)"
SHTBSMORT,"Tuberculosis death rate (per 100,000 people)"
SHTBSCUREZS,Tuberculosis treatment success rate (% of new cases)
SHUHCSRVSCVXD,UHC service coverage index
SIPOVURHC,Urban poverty headcount ratio at national poverty lines (% of urban population)
SHMLRNETSZS,Use of insecticide-treated bed nets (% of under-5 population)
SNITKVITAZS,Vitamin A supplementation coverage rate (% of children ages 6-59 months)
SHHIVINCDYG,Young people (ages 15-24) newly infected with HIV
EGCFTACCSZS,Access to clean fuels and technologies for cooking (% of population)
EGELCACCSZS,Access to electricity (% of population)
EGELCACCSRUZS,"Access to electricity, rural (% of rural population)"
EGELCACCSURZS,"Access to electricity, urban (% of urban population)"
FXOWNTOTLOLZS,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)"
FXOWNTOTL40ZS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)"
FXOWNTOTLPLZS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)"
FXOWNTOTL60ZS,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)"
FXOWNTOTLSOZS,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)"
FXOWNTOTLYGZS,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)"
persiallsiadqpoptot,Adequacy of social insurance programs (% of total welfare of beneficiary households)
perallspadqpoptot,Adequacy of social protection and labor programs (% of total welfare of beneficiary households)
persaallsaadqpoptot,Adequacy of social safety net programs (% of total welfare of beneficiary households)
perlmalllmadqpoptot,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)
NYADJNNTYKDZG,Adjusted net national income (annual % growth)
NYADJNNTYKD,Adjusted net national income (constant 2015 US$)
NYADJNNTYCD,Adjusted net national income (current US$)
NYADJNNTYPCKDZG,Adjusted net national income per capita (annual % growth)
NYADJNNTYPCKD,Adjusted net national income per capita (constant 2015 US$)
NYADJNNTYPCCD,Adjusted net national income per capita (current US$)
NYADJSVNXGNZS,"Adjusted net savings, excluding particulate emission damage (% of GNI)"
NYADJSVNXCD,"Adjusted net savings, excluding particulate emission damage (current US$)"
NYADJSVNGGNZS,"Adjusted net savings, including particulate emission damage (% of GNI)"
NYADJSVNGCD,"Adjusted net savings, including particulate emission damage (current US$)"
NYADJDCO2GNZS,Adjusted savings: carbon dioxide damage (% of GNI)
NYADJDCO2CD,Adjusted savings: carbon dioxide damage (current US$)
NYADJDKAPGNZS,Adjusted savings: consumption of fixed capital (% of GNI)
NYADJDKAPCD,Adjusted savings: consumption of fixed capital (current US$)
NYADJAEDUGNZS,Adjusted savings: education expenditure (% of GNI)
NYADJAEDUCD,Adjusted savings: education expenditure (current US$)
NYADJDNGYGNZS,Adjusted savings: energy depletion (% of GNI)
NYADJDNGYCD,Adjusted savings: energy depletion (current US$)
NYADJICTRGNZS,Adjusted savings: gross savings (% of GNI)
NYADJDMINGNZS,Adjusted savings: mineral depletion (% of GNI)
NYADJDMINCD,Adjusted savings: mineral depletion (current US$)
NYADJDRESGNZS,Adjusted savings: natural resources depletion (% of GNI)
NYADJDFORGNZS,Adjusted savings: net forest depletion (% of GNI)
NYADJDFORCD,Adjusted savings: net forest depletion (current US$)
NYADJNNATGNZS,Adjusted savings: net national savings (% of GNI)
NYADJNNATCD,Adjusted savings: net national savings (current US$)
NYADJDPEMGNZS,Adjusted savings: particulate emission damage (% of GNI)
NYADJDPEMCD,Adjusted savings: particulate emission damage (current US$)
SESECUNERLOZS,Adolescents out of school (% of lower secondary school age)
SESECUNERLOFEZS,"Adolescents out of school, female (% of female lower secondary school age)"
SESECUNERLOMAZS,"Adolescents out of school, male (% of male lower secondary school age)"
AGLNDIRIGAGZS,Agricultural irrigated land (% of total agricultural land)
AGLNDAGRIZS,Agricultural land (% of land area)
AGLNDAGRIK2,Agricultural land (sq. km)
AGAGRTRACNO,"Agricultural machinery, tractors"
AGLNDTRACZS,"Agricultural machinery, tractors per 100 sq. km of arable land"
ENATMMETHAGZS,Agricultural methane emissions (% of total)
ENATMMETHAGKTCE,Agricultural methane emissions (thousand metric tons of CO2 equivalent)
ENATMNOXEAGZS,Agricultural nitrous oxide emissions (% of total)
ENATMNOXEAGKTCE,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)
TXVALAGRIZSUN,Agricultural raw materials exports (% of merchandise exports)
TMVALAGRIZSUN,Agricultural raw materials imports (% of merchandise imports)
NVAGRTOTLZS,"Agriculture, forestry, and fishing, value added (% of GDP)"
NVAGRTOTLKDZG,"Agriculture, forestry, and fishing, value added (annual % growth)"
NVAGRTOTLKD,"Agriculture, forestry, and fishing, value added (constant 2015 US$)"
NVAGRTOTLKN,"Agriculture, forestry, and fishing, value added (constant LCU)"
NVAGRTOTLCN,"Agriculture, forestry, and fishing, value added (current LCU)"
NVAGRTOTLCD,"Agriculture, forestry, and fishing, value added (current US$)"
NVAGREMPLKD,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)"
ISAIRGOODMTK1,"Air transport, freight (million ton-km)"
ISAIRPSGR,"Air transport, passengers carried"
ISAIRDPRT,"Air transport, registered carrier departures worldwide"
EGUSECOMMCLZS,Alternative and nuclear energy (% of total energy use)
ERH2OFWAGZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)"
ERH2OFWDMZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)"
ERH2OFWINZS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)"
ERH2OFWTLZS,"Annual freshwater withdrawals, total (% of internal resources)"
ERH2OFWTLK3,"Annual freshwater withdrawals, total (billion cubic meters)"
SISPRPC40ZG,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"
SISPRPCAPZG,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)"
ERFSHAQUAMT,Aquaculture production (metric tons)
AGLNDARBLZS,Arable land (% of land area)
AGLNDARBLHAPC,Arable land (hectares per person)
AGLNDARBLHA,Arable land (hectares)
MSMILTOTLTFZS,Armed forces personnel (% of total labor force)
MSMILTOTLP1,"Armed forces personnel, total"
MSMILXPRTKD,Arms exports (SIPRI trend indicator values)
MSMILMPRTKD,Arms imports (SIPRI trend indicator values)
FBATMTOTLP5,"Automated teller machines (ATMs) (per 100,000 adults)"
AGLNDPRCPMM,Average precipitation in depth (mm per year)
ICCUSDURSEX,Average time to clear exports through customs (days)
SIRMTCOSTOBZS,Average transaction cost of sending remittances from a specific country (%)
SIRMTCOSTIBZS,Average transaction cost of sending remittances to a specific country (%)
SLTLF0714SWTM,"Average working hours of children, study and work, ages 7-14 (hours per week)"
SLTLF0714SWFETM,"Average working hours of children, study and work, female, ages 7-14 (hours per week)"
SLTLF0714SWMATM,"Average working hours of children, study and work, male, ages 7-14 (hours per week)"
SLTLF0714WKTM,"Average working hours of children, working only, ages 7-14 (hours per week)"
SLTLF0714WKFETM,"Average working hours of children, working only, female, ages 7-14 (hours per week)"
SLTLF0714WKMATM,"Average working hours of children, working only, male, ages 7-14 (hours per week)"
FBBNKCAPAZS,Bank capital to assets ratio (%)
FDRESLIQUASZS,Bank liquid reserves to bank assets ratio (%)
FBASTNPERZS,Bank nonperforming loans to total gross loans (%)
VCBTLDETH,Battle-related deaths (number of people)
persiallsibenq1tot,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)
perallspbenq1tot,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)
persaallsabenq1tot,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)
perlmalllmbenq1tot,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits)
TMTAXMRCHBCZS,"Binding coverage, all products (%)"
TMTAXMANFBCZS,"Binding coverage, manufactured products (%)"
TMTAXTCOMBCZS,"Binding coverage, primary products (%)"
ENBIRTHRDNO,"Bird species, threatened"
FBCBKBRWRP3,"Borrowers from commercial banks (per 1,000 adults)"
TMTAXMRCHBRZS,"Bound rate, simple mean, all products (%)"
TMTAXMANFBRZS,"Bound rate, simple mean, manufactured products (%)"
TMTAXTCOMBRZS,"Bound rate, simple mean, primary products (%)"
ICFRMBRIBZS,Bribery incidence (% of firms experiencing at least one bribe payment request)
FMLBLBMNYGDZS,Broad money (% of GDP)
FMLBLBMNYCN,Broad money (current LCU)
FMLBLBMNYZG,Broad money growth (annual %)
FMLBLBMNYIRZS,Broad money to total reserves ratio
ICBUSDISCXQ,Business extent of disclosure index (0=less disclosure to 10=more disclosure)
ERFSHCAPTMT,Capture fisheries production (metric tons)
GCDODTOTLGDZS,"Central government debt, total (% of GDP)"
GCDODTOTLCN,"Central government debt, total (current LCU)"
AGPRDCRELMT,Cereal production (metric tons)
AGYLDCRELKG,Cereal yield (kg per hectare)
NEGDISTKBKN,Changes in inventories (constant LCU)
NEGDISTKBCN,Changes in inventories (current LCU)
NEGDISTKBCD,Changes in inventories (current US$)
BMGSRROYLCD,"Charges for the use of intellectual property, payments (BoP, current US$)"
BXGSRROYLCD,"Charges for the use of intellectual property, receipts (BoP, current US$)"
NVMNFCHEMZSUN,Chemicals (% of value added in manufacturing)
SLAGR0714ZS,Child employment in agriculture (% of economically active children ages 7-14)
SLAGR0714FEZS,"Child employment in agriculture, female (% of female economically active children ages 7-14)"
SLAGR0714MAZS,"Child employment in agriculture, male (% of male economically active children ages 7-14)"
SLMNF0714ZS,Child employment in manufacturing (% of economically active children ages 7-14)
SLMNF0714FEZS,"Child employment in manufacturing, female (% of female economically active children ages 7-14)"
SLMNF0714MAZS,"Child employment in manufacturing, male (% of male economically active children ages 7-14)"
SLSRV0714ZS,Child employment in services (% of economically active children ages 7-14)
SLSRV0714FEZS,"Child employment in services, female (% of female economically active children ages 7-14)"
SLSRV0714MAZS,"Child employment in services, male (% of male economically active children ages 7-14)"
SLSLF0714ZS,"Children in employment, self-employed (% of children in employment, ages 7-14)"
SLSLF0714FEZS,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)"
SLSLF0714MAZS,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)"
SLTLF0714SWZS,"Children in employment, study and work (% of children in employment, ages 7-14)"
SLTLF0714SWFEZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)"
SLTLF0714SWMAZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)"
SLFAM0714ZS,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)"
SLFAM0714FEZS,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)"
SLFAM0714MAZS,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)"
SLWAG0714ZS,"Children in employment, wage workers (% of children in employment, ages 7-14)"
SLWAG0714FEZS,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)"
SLWAG0714MAZS,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)"
SLTLF0714WKZS,"Children in employment, work only (% of children in employment, ages 7-14)"
SLTLF0714WKFEZS,"Children in employment, work only, female (% of female children in employment, ages 7-14)"
SLTLF0714WKMAZS,"Children in employment, work only, male (% of male children in employment, ages 7-14)"
SEPRMUNERFEZS,"Children out of school, female (% of female primary school age)"
SEPRMUNERMAZS,"Children out of school, male (% of male primary school age)"
FMASTCGOVZGM3,Claims on central government (annual growth as % of broad money)
FSASTCGOVGDZS,"Claims on central government, etc. (% GDP)"
FSASTDOMOGDZS,Claims on other sectors of the domestic economy (% of GDP)
FMASTDOMOZGM3,Claims on other sectors of the domestic economy (annual growth as % of broad money)
FMASTPRVTZGM3,Claims on private sector (annual growth as % of broad money)
ENATMCO2EKDGD,CO2 emissions (kg per 2015 US$ of GDP)
ENATMCO2EPPGDKD,CO2 emissions (kg per 2017 PPP $ of GDP)
ENATMCO2EPPGD,CO2 emissions (kg per PPP $ of GDP)
ENATMCO2EKT,CO2 emissions (kt)
ENATMCO2EPC,CO2 emissions (metric tons per capita)
ENCO2ETOTZS,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)"
ENATMCO2EGFZS,CO2 emissions from gaseous fuel consumption (% of total)
ENATMCO2EGFKT,CO2 emissions from gaseous fuel consumption (kt)
ENATMCO2ELFZS,CO2 emissions from liquid fuel consumption (% of total)
ENATMCO2ELFKT,CO2 emissions from liquid fuel consumption (kt)
ENCO2MANFZS,CO2 emissions from manufacturing industries and construction (% of total fuel combustion)
ENCO2OTHXZS,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)"
ENCO2BLDGZS,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)
ENATMCO2ESFZS,CO2 emissions from solid fuel consumption (% of total)
ENATMCO2ESFKT,CO2 emissions from solid fuel consumption (kt)
ENCO2TRANZS,CO2 emissions from transport (% of total fuel combustion)
ENATMCO2EEGZS,CO2 intensity (kg per kg of oil equivalent energy use)
NYGDPCOALRTZS,Coal rents (% of GDP)
EGUSECRNWZS,Combustible renewables and waste (% of total energy)
FBCBKBRCHP5,"Commercial bank branches (per 100,000 adults)"
DTNFLPCBOCD,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)"
TXVALSERVCDWT,Commercial service exports (current US$)
TMVALSERVCDWT,Commercial service imports (current US$)
BXGSRCMCPZS,"Communications, computer, etc. (% of service exports, BoP)"
BMGSRCMCPZS,"Communications, computer, etc. (% of service imports, BoP)"
GCXPNCOMPZS,Compensation of employees (% of expense)
GCXPNCOMPCN,Compensation of employees (current LCU)
SECOMDURS,"Compulsory education, duration (years)"
TXVALOTHRZSWT,"Computer, communications and other services (% of commercial service exports)"
TMVALOTHRZSWT,"Computer, communications and other services (% of commercial service imports)"
FPCPITOTL,Consumer price index (2010 = 100)
ISSHPGOODTU,Container port traffic (TEU: 20 foot equivalent units)
SLFAMWORKFEZS,"Contributing family workers, female (% of female employment) (modeled ILO estimate)"
SLFAMWORKMAZS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)"
SLFAMWORKZS,"Contributing family workers, total (% of total employment) (modeled ILO estimate)"
ICEXPCSBCCD,"Cost to export, border compliance (US$)"
ICEXPCSDCCD,"Cost to export, documentary compliance (US$)"
ICIMPCSBCCD,"Cost to import, border compliance (US$)"
ICIMPCSDCCD,"Cost to import, documentary compliance (US$)"
persiallsicovpoptot,Coverage of social insurance programs (% of population)
persiallsicovq2tot,Coverage of social insurance programs in 2nd quintile (% of population)
persiallsicovq3tot,Coverage of social insurance programs in 3rd quintile (% of population)
persiallsicovq4tot,Coverage of social insurance programs in 4th quintile (% of population)
persiallsicovq1tot,Coverage of social insurance programs in poorest quintile (% of population)
persiallsicovq5tot,Coverage of social insurance programs in richest quintile (% of population)
perallspcovpoptot,Coverage of social protection and labor programs (% of population)
persaallsacovpoptot,Coverage of social safety net programs (% of population)
persaallsacovq2tot,Coverage of social safety net programs in 2nd quintile (% of population)
persaallsacovq3tot,Coverage of social safety net programs in 3rd quintile (% of population)
persaallsacovq4tot,Coverage of social safety net programs in 4th quintile (% of population)
persaallsacovq1tot,Coverage of social safety net programs in poorest quintile (% of population)
persaallsacovq5tot,Coverage of social safety net programs in richest quintile (% of population)
perlmalllmcovpoptot,Coverage of unemployment benefits and ALMP (% of population)
perlmalllmcovq2tot,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)
perlmalllmcovq3tot,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population)
perlmalllmcovq4tot,Coverage of unemployment benefits and ALMP in 4th quintile (% of population)
perlmalllmcovq1tot,Coverage of unemployment benefits and ALMP in poorest quintile (% of population)
perlmalllmcovq5tot,Coverage of unemployment benefits and ALMP in richest quintile (% of population)
IQCPAHRESXQ,CPIA building human resources rating (1=low to 6=high)
IQCPABREGXQ,CPIA business regulatory environment rating (1=low to 6=high)
IQCPADEBTXQ,CPIA debt policy rating (1=low to 6=high)
IQCPAECONXQ,CPIA economic management cluster average (1=low to 6=high)
IQCPAREVNXQ,CPIA efficiency of revenue mobilization rating (1=low to 6=high)
IQCPAPRESXQ,CPIA equity of public resource use rating (1=low to 6=high)
IQCPAFINSXQ,CPIA financial sector rating (1=low to 6=high)
IQCPAFISPXQ,CPIA fiscal policy rating (1=low to 6=high)
IQCPAGNDRXQ,CPIA gender equality rating (1=low to 6=high)
IQCPAMACRXQ,CPIA macroeconomic management rating (1=low to 6=high)
IQCPASOCIXQ,CPIA policies for social inclusion/equity cluster average (1=low to 6=high)
IQCPAENVRXQ,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)
IQCPAPROPXQ,CPIA property rights and rule-based governance rating (1=low to 6=high)
IQCPAPUBSXQ,CPIA public sector management and institutions cluster average (1=low to 6=high)
IQCPAFINQXQ,CPIA quality of budgetary and financial management rating (1=low to 6=high)
IQCPAPADMXQ,CPIA quality of public administration rating (1=low to 6=high)
IQCPAPROTXQ,CPIA social protection rating (1=low to 6=high)
IQCPASTRCXQ,CPIA structural policies cluster average (1=low to 6=high)
IQCPATRADXQ,CPIA trade rating (1=low to 6=high)
IQCPATRANXQ,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)"
AGPRDCROPXD,Crop production index (2014-2016 = 100)
BNCABXOKAGDZS,Current account balance (% of GDP)
BNCABXOKACD,"Current account balance (BoP, current US$)"
SEXPDCPRMZS,"Current education expenditure, primary (% of total expenditure in primary public institutions)"
SEXPDCSECZS,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)"
SEXPDCTERZS,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)"
SEXPDCTOTZS,"Current education expenditure, total (% of total expenditure in public institutions)"
GCTAXIMPTZS,Customs and other import duties (% of tax revenue)
GCTAXIMPTCN,Customs and other import duties (current LCU)
DTTDSDPPFXPZS,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)"
DTTDSDPPGCD,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)"
DTTDSDECTCD,"Debt service on external debt, total (TDS, current US$)"
PANUSATLS,DEC alternative conversion factor (LCU per US$)
FRINRDPST,Deposit interest rate (%)
FBCBKDPTRP3,"Depositors with commercial banks (per 1,000 adults)"
